GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0030433,ubiquitin-dependent ERAD pathway,Q3MHX6(Evidence code:ISS/Database source:UniProtKB:Q13438),OS9,BP,1,1 of 21,0.99,4.76,0.06697,0.08622
GO:0002064,epithelial cell development,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 22,0.99,4.55,0.06991,0.08913
GO:0071356,cellular response to tumor necrosis factor,P30922(Evidence code:ISS/Database source:UniProtKB:Q9WTV1),CHI3L1,BP,1,1 of 22,0.99,4.55,0.06991,0.08913
GO:0006487,protein N-linked glycosylation,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,BP,1,1 of 22,0.99,4.55,0.06991,0.08913
GO:0032580,Golgi cisterna membrane,P08037(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),B4GALT1,CC,1,1 of 22,0.99,4.55,0.06991,0.08913
GO:0003697,single-stranded DNA binding,Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens),IGJ,MF,1,1 of 22,0.99,4.55,0.06991,0.08913
GO:0031012,extracellular matrix,P30931(Evidence code:ISS/Database source:UniProtKB:P13726)P12763(Evidence code:IBA/Database source:PANTHER:PTN000352259), F3 AHSG,CC,2,2 of 137,1.98,1.46,0.07195,0.09156
GO:0006952,defense response,P19660(Evidence code:IEA/Database source:InterPro:IPR001894|I)P22226(Evidence code:IEA/Database source:InterPro:IPR001894|I)P54228(Evidence code:IEA/Database source:InterPro:IPR001894|I), CATHL2 CATHL1 CATHL6,BP,3,3 of 300,2.97,1,0.07252,0.09163
GO:0015629,actin cytoskeleton,P60712(Evidence code:ISS/Database source:UniProtKB:P60709),ACTB,CC,1,1 of 23,0.99,4.35,0.07283,0.09163
GO:0030674,"protein binding, bridging",Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01592|ens),IGJ,MF,1,1 of 23,0.99,4.35,0.07283,0.09163
GO:0030139,endocytic vesicle,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,CC,1,1 of 23,0.99,4.35,0.07283,0.09163
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",P80457(Evidence code:IBA/Database source:PANTHER:PTN000225632),XDH,MF,1,1 of 23,0.99,4.35,0.07283,0.09163
GO:0009612,response to mechanical stimulus,P30922(Evidence code:ISS/Database source:UniProtKB:P36222),CHI3L1,BP,1,1 of 23,0.99,4.35,0.07283,0.09163
GO:0008144,drug binding,P02769(Evidence code:ISS/Database source:UniProtKB:P02768),ALB,MF,1,1 of 24,0.99,4.17,0.07575,0.0944
GO:0016525,negative regulation of angiogenesis,Q95121(Evidence code:IEA/Database source:InterPro:IPR033832),SERPINF1,BP,1,1 of 24,0.99,4.17,0.07575,0.0944
GO:0070555,response to interleukin-1,P30922(Evidence code:ISS/Database source:UniProtKB:P36222),CHI3L1,BP,1,1 of 24,0.99,4.17,0.07575,0.0944
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,P62935(Evidence code:IEA/Database source:InterPro:IPR002130|I),PPIA,MF,1,1 of 24,0.99,4.17,0.07575,0.0944
GO:0006099,tricarboxylic acid cycle,Q9XSG3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0816),IDH1,BP,1,1 of 24,0.99,4.17,0.07575,0.0944
GO:0005975,carbohydrate metabolic process,P30922(Evidence code:IEA/Database source:InterPro:IPR001223)P08037(Evidence code:IEA/Database source:InterPro:IPR003859), CHI3L1 B4GALT1,BP,2,2 of 144,1.98,1.39,0.07827,0.09737
GO:0031214,biomineral tissue development,P31096(Evidence code:IEA/Database source:UniProtKB-KW:KW-0091),SPP1,BP,1,1 of 25,0.99,4,0.07865,0.09747
GO:0046889,positive regulation of lipid biosynthetic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOE,BP,1,1 of 25,0.99,4,0.07865,0.09747
GO:0034612,response to tumor necrosis factor,P30922(Evidence code:ISS/Database source:UniProtKB:P36222),CHI3L1,BP,1,1 of 26,0.99,3.85,0.08155,0.1003
GO:0032680,regulation of tumor necrosis factor production,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 26,0.99,3.85,0.08155,0.1003
GO:0031072,heat shock protein binding,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,MF,1,1 of 26,0.99,3.85,0.08155,0.1003
GO:0030307,positive regulation of cell growth,P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens),F2,BP,1,1 of 26,0.99,3.85,0.08155,0.1003
GO:0051287,NAD binding,Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR019818),IDH1,MF,1,1 of 27,0.99,3.7,0.08444,0.1035
GO:0005319,lipid transporter activity,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,MF,1,1 of 27,0.99,3.7,0.08444,0.1035
GO:0045069,regulation of viral genome replication,P62935(Evidence code:ISS/Database source:UniProtKB:P62937),PPIA,BP,1,1 of 28,0.99,3.57,0.08732,0.1064
GO:0042383,sarcolemma,O18738(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),DAG1,CC,1,1 of 28,0.99,3.57,0.08732,0.1064
GO:0004620,phospholipase activity,P11151(Evidence code:IDA/Database source:),LPL,MF,1,1 of 28,0.99,3.57,0.08732,0.1064
GO:0001649,osteoblast differentiation,P31096(Evidence code:IBA/Database source:PANTHER:PTN001635232),SPP1,BP,1,1 of 29,0.99,3.45,0.09019,0.1097
GO:0043524,negative regulation of neuron apoptotic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 30,0.99,3.33,0.09305,0.1124
GO:0030193,regulation of blood coagulation,P41361(Evidence code:IEA/Database source:InterPro:IPR033829),SERPINC1,BP,1,1 of 30,0.99,3.33,0.09305,0.1124
GO:1900182,positive regulation of protein localization to nucleus,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 30,0.99,3.33,0.09305,0.1124
GO:0005507,copper ion binding,Q32P72(Evidence code:IEA/Database source:InterPro:IPR011707|I),CP,MF,1,1 of 30,0.99,3.33,0.09305,0.1124
GO:0004197,cysteine-type endopeptidase activity,P07688(Evidence code:IEA/Database source:InterPro:IPR012599),CTSB,MF,1,1 of 31,0.99,3.23,0.0959,0.1156
GO:0050660,flavin adenine dinucleotide binding,P80457(Evidence code:IEA/Database source:InterPro:IPR014307|I),XDH,MF,1,1 of 32,0.99,3.12,0.09874,0.1188
GO:0030170,pyridoxal phosphate binding,P02769(Evidence code:ISS/Database source:UniProtKB:P02768),ALB,MF,1,1 of 35,0.99,2.86,0.1072,0.1281
GO:0097193,intrinsic apoptotic signaling pathway,P17697(Evidence code:ISS/Database source:UniProtKB:P10909-4),CLU,BP,1,1 of 35,0.99,2.86,0.1072,0.1281
GO:0009267,cellular response to starvation,P02769(Evidence code:ISS/Database source:UniProtKB:P02768),ALB,BP,1,1 of 35,0.99,2.86,0.1072,0.1281
GO:0090501,RNA phosphodiester bond hydrolysis,P15467(Evidence code:IEA/Database source:GO:0004540),RNASE4,BP,1,1 of 35,0.99,2.86,0.1072,0.1281
GO:0045944,positive regulation of transcription by RNA polymerase II,Q3T0Q4(Evidence code:ISS/Database source:UniProtKB:P22392)P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens), NME2 SERPINF2,BP,2,2 of 177,1.98,1.13,0.1101,0.1306
GO:0005777,peroxisome,P80457(Evidence code:IEA/Database source:UniProtKB-KW:KW-0576),XDH,CC,1,1 of 36,0.99,2.78,0.11,0.1306
GO:0006665,sphingolipid metabolic process,P26779(Evidence code:IEA/Database source:InterPro:IPR008373|I),PSAP,BP,1,1 of 36,0.99,2.78,0.11,0.1306
GO:0001701,in utero embryonic development,A6H7B5(Evidence code:IEA/Database source:UniProtKB:O88543|ens),COPS3,BP,1,1 of 36,0.99,2.78,0.11,0.1306
GO:0061077,chaperone-mediated protein folding,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 38,0.99,2.63,0.1156,0.1364
GO:1902904,negative regulation of supramolecular fiber organization,P02662(Evidence code:IDA/Database source:),CSN1S1,BP,1,1 of 38,0.99,2.63,0.1156,0.1364
GO:0004540,ribonuclease activity,P15467(Evidence code:IBA/Database source:PANTHER:PTN001350296),RNASE4,MF,1,1 of 38,0.99,2.63,0.1156,0.1364
GO:0030198,extracellular matrix organization,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 39,0.99,2.56,0.1184,0.1394
GO:0051536,iron-sulfur cluster binding,P80457(Evidence code:IEA/Database source:InterPro:IPR001041|I),XDH,MF,1,1 of 40,0.99,2.5,0.1212,0.1424
GO:0031410,cytoplasmic vesicle,P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0968)P02702(Evidence code:IEA/Database source:UniProtKB-KW:KW-0968)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), CLU FOLR1 APOA1,CC,3,3 of 379,2.97,0.79,0.1217,0.1428
GO:0050769,positive regulation of neurogenesis,Q95121(Evidence code:IEA/Database source:InterPro:IPR033832),SERPINF1,BP,1,1 of 42,0.99,2.38,0.1267,0.1484
GO:0030027,lamellipodium,Q3T0Q4(Evidence code:ISS/Database source:UniProtKB:P22392),NME2,CC,1,1 of 44,0.99,2.27,0.1322,0.154
GO:0050900,leukocyte migration,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 44,0.99,2.27,0.1322,0.154
GO:0016485,protein processing,P30931(Evidence code:IEA/Database source:UniProtKB:P13726|ens),F3,BP,1,1 of 44,0.99,2.27,0.1322,0.154
GO:0052689,carboxylic ester hydrolase activity,P11151(Evidence code:IEA/Database source:InterPro:IPR000734|I),LPL,MF,1,1 of 45,0.99,2.22,0.1349,0.1563
GO:0008217,regulation of blood pressure,P02666(Evidence code:IEA/Database source:UniProtKB-KW:KW-0382),CSN2,BP,1,1 of 45,0.99,2.22,0.1349,0.1563
GO:0005882,intermediate filament,G3N0V2(Evidence code:IEA/Database source:InterPro:IPR001664),KRT1,CC,1,1 of 45,0.99,2.22,0.1349,0.1563
GO:0009055,electron transfer activity,P80457(Evidence code:IEA/Database source:InterPro:IPR001041|I),XDH,MF,1,1 of 46,0.99,2.17,0.1376,0.1592
GO:0005524,ATP binding,Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067)P60712(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067)Q0VCX2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067), NME2 ACTB HSPA5,MF,3,3 of 403,2.97,0.74,0.1385,0.16
GO:0001934,positive regulation of protein phosphorylation,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)Q2UVX4(Evidence code:ISS/Database source:UniProtKB:P01024), F2 C3,BP,2,2 of 205,1.98,0.98,0.1393,0.1606
GO:0019899,enzyme binding,P79345(Evidence code:IEA/Database source:UniProtKB:P61916|ens)Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), NPC2 A2M APOA1,MF,3,3 of 405,2.97,0.74,0.14,0.1611
GO:0006816,calcium ion transport,P02666(Evidence code:IBA/Database source:PANTHER:PTN000161175),CSN2,BP,1,1 of 47,0.99,2.13,0.1403,0.1612
GO:0020037,heme binding,P80025(Evidence code:IEA/Database source:InterPro:IPR010255),LPO,MF,1,1 of 49,0.99,2.04,0.1457,0.1671
GO:0051015,actin filament binding,Q3SX14(Evidence code:IEA/Database source:InterPro:IPR007122),GSN,MF,1,1 of 50,0.99,2,0.1484,0.1699
GO:0045211,postsynaptic membrane,O18738(Evidence code:IEA/Database source:UniProtKB-KW:KW-0628),DAG1,CC,1,1 of 51,0.99,1.96,0.1511,0.1721
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 51,0.99,1.96,0.1511,0.1721
GO:0090305,nucleic acid phosphodiester bond hydrolysis,P15467(Evidence code:IEA/Database source:GO:0004519),RNASE4,BP,1,1 of 51,0.99,1.96,0.1511,0.1721
GO:0004519,endonuclease activity,P15467(Evidence code:IEA/Database source:UniProtKB-KW:KW-0255),RNASE4,MF,1,1 of 53,0.99,1.89,0.1564,0.1775
GO:0008234,cysteine-type peptidase activity,P07688(Evidence code:IEA/Database source:InterPro:IPR000668|I),CTSB,MF,1,1 of 53,0.99,1.89,0.1564,0.1775
GO:0060271,cilium assembly,Q3SX14(Evidence code:ISS/Database source:UniProtKB:P06396),GSN,BP,1,1 of 55,0.99,1.82,0.1617,0.1832
GO:0030141,secretory granule,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,CC,1,1 of 57,0.99,1.75,0.1669,0.1886
GO:0051480,regulation of cytosolic calcium ion concentration,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 57,0.99,1.75,0.1669,0.1886
GO:0000287,magnesium ion binding,Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR019818),IDH1,MF,1,1 of 58,0.99,1.72,0.1696,0.1912
GO:0022900,electron transport chain,P80457(Evidence code:IEA/Database source:GO:0009055),XDH,BP,1,1 of 59,0.99,1.69,0.1722,0.1935
GO:0071902,positive regulation of protein serine/threonine kinase activity,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 59,0.99,1.69,0.1722,0.1935
GO:0045202,synapse,O18738(Evidence code:IEA/Database source:UniProtKB-KW:KW-0770),DAG1,CC,1,1 of 60,0.99,1.67,0.1748,0.1961
GO:0045861,negative regulation of proteolysis,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 62,0.99,1.61,0.1799,0.2008
GO:0002237,response to molecule of bacterial origin,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 62,0.99,1.61,0.1799,0.2008
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR019818|I),IDH1,MF,1,1 of 62,0.99,1.61,0.1799,0.2008
GO:0030855,epithelial cell differentiation,P07688(Evidence code:IEA/Database source:UniProtKB:P07858|ens),CTSB,BP,1,1 of 63,0.99,1.59,0.1825,0.2034
GO:0006486,protein glycosylation,P08037(Evidence code:IEA/Database source:UniPathway:UPA00378),B4GALT1,BP,1,1 of 66,0.99,1.52,0.1902,0.2116
GO:0051346,negative regulation of hydrolase activity,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 67,0.99,1.49,0.1927,0.214
GO:0016757,"transferase activity, transferring glycosyl groups",P08037(Evidence code:IEA/Database source:InterPro:IPR003859),B4GALT1,MF,1,1 of 69,0.99,1.45,0.1978,0.2193
GO:0005667,transcription factor complex,F1MX50(Evidence code:IEA/Database source:UniProtKB:O88668|ens),CREG1,CC,1,1 of 70,0.99,1.43,0.2003,0.2217
GO:0007283,spermatogenesis,G3N2D8(Evidence code:IEA/Database source:UniProtKB:Q60928|ens),GGT1,BP,1,1 of 72,0.99,1.39,0.2053,0.2269
GO:0031965,nuclear membrane,O02853(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),PTGDS,CC,1,1 of 75,0.99,1.33,0.2128,0.2348
GO:0002682,regulation of immune system process,Q3SZR3(Evidence code:IEA/Database source:InterPro:IPR001500)G3N2D8(Evidence code:IEA/Database source:UniProtKB:Q60928|ens), ORM1 GGT1,BP,2,2 of 279,1.98,0.72,0.2219,0.2444
GO:0004518,nuclease activity,P15467(Evidence code:IEA/Database source:UniProtKB-KW:KW-0540),RNASE4,MF,1,1 of 79,0.99,1.27,0.2226,0.2448
GO:0019216,regulation of lipid metabolic process,P26779(Evidence code:IBA/Database source:PANTHER:PTN000159338),PSAP,BP,1,1 of 80,0.99,1.25,0.2251,0.2467
GO:0009615,response to virus,P79345(Evidence code:IEA/Database source:UniProtKB:P61916|ens),NPC2,BP,1,1 of 80,0.99,1.25,0.2251,0.2467
GO:0005179,hormone activity,O46375(Evidence code:IEA/Database source:UniProtKB-KW:KW-0372),TTR,MF,1,1 of 82,0.99,1.22,0.2299,0.2516
GO:0031625,ubiquitin protein ligase binding,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,MF,1,1 of 83,0.99,1.2,0.2324,0.2538
GO:0016042,lipid catabolic process,P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0442),LPL,BP,1,1 of 84,0.99,1.19,0.2348,0.2556
GO:0005125,cytokine activity,P31096(Evidence code:IEA/Database source:UniProtKB-KW:KW-0202),SPP1,MF,1,1 of 84,0.99,1.19,0.2348,0.2556
GO:0019221,cytokine-mediated signaling pathway,P30931(Evidence code:IBA/Database source:PANTHER:PTN000466212),F3,BP,1,1 of 86,0.99,1.16,0.2396,0.2604
GO:0001664,G-protein coupled receptor binding,P26779(Evidence code:IBA/Database source:PANTHER:PTN001352635),PSAP,MF,1,1 of 88,0.99,1.14,0.2443,0.2651
GO:0005622,intracellular,Q3T0Q4(Evidence code:IBA/Database source:PANTHER:PTN000887110),NME2,CC,1,1 of 95,0.99,1.05,0.2608,0.2825
GO:0005654,nucleoplasm,A6H7B5(Evidence code:IEA/Database source:UniProtKB:Q9UNS2|ens)O18738(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), COPS3 DAG1,CC,2,2 of 315,1.98,0.63,0.2634,0.2848
GO:0042995,cell projection,P08037(Evidence code:IEA/Database source:UniProtKB-KW:KW-0966)Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0966), B4GALT1 NME2,CC,2,2 of 317,1.98,0.63,0.2657,0.2869
GO:0008134,transcription factor binding,F1MX50(Evidence code:IEA/Database source:UniProtKB:O88668|ens),CREG1,MF,1,1 of 98,0.99,1.02,0.2677,0.2886
GO:0030335,positive regulation of cell migration,Q0VCX2(Evidence code:ISS/Database source:UniProtKB:P11021),HSPA5,BP,1,1 of 100,0.99,1,0.2723,0.2931
GO:0043231,intracellular membrane-bounded organelle,Q2KIF2(Evidence code:IEA/Database source:UniProtKB:P02750|ens)P07688(Evidence code:IEA/Database source:UniProtKB:A0A024R374)P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0492), LRG1 CTSB CLU,CC,3,3 of 1927,2.97,0.16,0.288,0.3091
GO:0051345,positive regulation of hydrolase activity,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 107,0.99,0.93,0.2881,0.3091
GO:0007166,cell surface receptor signaling pathway,P26201(Evidence code:IEA/Database source:InterPro:IPR033076)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens), CD36 F2,BP,2,2 of 344,1.98,0.58,0.2968,0.3176
GO:0005759,mitochondrial matrix,P10790(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),FABP3,CC,1,1 of 111,0.99,0.9,0.297,0.3176
GO:0008285,negative regulation of cell proliferation,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 119,0.99,0.84,0.3145,0.3357
GO:0033993,response to lipid,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 122,0.99,0.82,0.3209,0.342
GO:0005739,mitochondrion,P10790(Evidence code:IEA/Database source:UniProtKB-KW:KW-0496)P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0496), FABP3 CLU,CC,2,2 of 380,1.98,0.53,0.3378,0.3595
GO:0001817,regulation of cytokine production,P24627(Evidence code:IEA/Database source:InterPro:IPR030684),LTF,BP,1,1 of 131,0.99,0.76,0.3398,0.361
GO:0048037,cofactor binding,F1MX50(Evidence code:IEA/Database source:InterPro:IPR012349),CREG1,MF,1,1 of 132,0.99,0.76,0.3419,0.3627
GO:0004857,enzyme inhibitor activity,P02666(Evidence code:IEA/Database source:UniProtKB-KW:KW-0481),CSN2,MF,1,1 of 139,0.99,0.72,0.3562,0.3772
GO:0019904,protein domain specific binding,P06868(Evidence code:IPI/Database source:UniProtKB:P08169),PLG,MF,1,1 of 145,0.99,0.69,0.3682,0.3893
GO:0009117,nucleotide metabolic process,Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0546),NME2,BP,1,1 of 147,0.99,0.68,0.3721,0.3929
GO:0003676,nucleic acid binding,P15467(Evidence code:IEA/Database source:InterPro:IPR001427),RNASE4,MF,1,1 of 989,0.99,0.1,0.3767,0.397
GO:0006915,apoptotic process,P30922(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053),CHI3L1,BP,1,1 of 151,0.99,0.66,0.38,0.3999
GO:0051603,proteolysis involved in cellular protein catabolic process,P07688(Evidence code:IEA/Database source:UniProtKB:P07858|ens),CTSB,BP,1,1 of 157,0.99,0.64,0.3915,0.4114
GO:0016310,phosphorylation,Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0418),NME2,BP,1,1 of 164,0.99,0.61,0.4047,0.4233
GO:0008284,positive regulation of cell proliferation,P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens),F2,BP,1,1 of 164,0.99,0.61,0.4047,0.4233
GO:0030030,cell projection organization,Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0970),GSN,BP,1,1 of 164,0.99,0.61,0.4047,0.4233
GO:0005768,endosome,P02702(Evidence code:IEA/Database source:UniProtKB-KW:KW-0967),FOLR1,CC,1,1 of 165,0.99,0.61,0.4066,0.4245
GO:0045597,positive regulation of cell differentiation,P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens),SERPINF2,BP,1,1 of 167,0.99,0.6,0.4103,0.4277
GO:0007186,G-protein coupled receptor signaling pathway,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 168,0.99,0.6,0.4122,0.429
GO:0016301,kinase activity,Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0418),NME2,MF,1,1 of 174,0.99,0.57,0.4231,0.4397
GO:0051270,regulation of cellular component movement,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 180,0.99,0.56,0.4339,0.4502
GO:0000166,nucleotide binding,P60712(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q0VCX2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547), ACTB NME2 HSPA5,MF,3,3 of 677,2.97,0.44,0.4758,0.4929
GO:0008270,zinc ion binding,Q8SPP7(Evidence code:IEA/Database source:InterPro:IPR006619),PGLYRP1,MF,1,1 of 207,0.99,0.48,0.4798,0.4963
GO:0032991,protein-containing complex,P60712(Evidence code:ISS/Database source:UniProtKB:P60709)P02769(Evidence code:ISS/Database source:UniProtKB:P02768)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), ACTB ALB LTF,CC,3,3 of 1693,2.97,0.18,0.4939,0.5101
GO:0043085,positive regulation of catalytic activity,P26779(Evidence code:IEA/Database source:GO:0008047),PSAP,BP,1,1 of 229,0.99,0.44,0.5144,0.5304
GO:0005730,nucleolus,P07688(Evidence code:IEA/Database source:UniProtKB:A0A024R374),CTSB,CC,1,1 of 232,0.99,0.43,0.5189,0.5343
GO:0010468,regulation of gene expression,P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens),F2,BP,1,1 of 870,0.99,0.11,0.5278,0.541
GO:0071310,cellular response to organic substance,Q2KIS7(Evidence code:IEA/Database source:UniProtKB:P05452|ens),CLEC3B,BP,1,1 of 238,0.99,0.42,0.5279,0.541
GO:0008092,cytoskeletal protein binding,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,MF,1,1 of 238,0.99,0.42,0.5279,0.541
GO:0006811,ion transport,P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0406),LTF,BP,1,1 of 278,0.99,0.36,0.5834,0.5969
GO:0010629,negative regulation of gene expression,P02662(Evidence code:IMP/Database source:),CSN1S1,BP,1,1 of 281,0.99,0.36,0.5873,0.6
GO:0031966,mitochondrial membrane,P17697(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),CLU,CC,1,1 of 289,0.99,0.35,0.5975,0.6094
GO:0005198,structural molecule activity,G3N0V2(Evidence code:IEA/Database source:InterPro:IPR001664),KRT1,MF,1,1 of 294,0.99,0.34,0.6037,0.6148
GO:0001932,regulation of protein phosphorylation,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 304,0.99,0.33,0.6159,0.6263
GO:0042127,regulation of cell proliferation,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 309,0.99,0.32,0.6219,0.6314
GO:0030054,cell junction,O18738(Evidence code:IEA/Database source:UniProtKB-KW:KW-0965),DAG1,CC,1,1 of 315,0.99,0.32,0.6289,0.6375
GO:0003677,DNA binding,Q0P569(Evidence code:IEA/Database source:UniProtKB-KW:KW-0238)P02769(Evidence code:ISS/Database source:UniProtKB:P02768), NUCB1 ALB,MF,2,2 of 481,1.98,0.42,0.6652,0.6734
GO:0006355,"regulation of transcription, DNA-templated",F1MX50(Evidence code:IEA/Database source:UniProtKB:O88668|ens),CREG1,BP,1,1 of 662,0.99,0.15,0.7264,0.7341
GO:0031982,vesicle,P12763(Evidence code:IDA/Database source:)G3N2D8(Evidence code:IEA/Database source:UniProtKB:Q60928|ens), AHSG GGT1,CC,2,2 of 1000,1.98,0.2,0.7726,0.7796
GO:0036094,small molecule binding,O02853(Evidence code:IEA/Database source:InterPro:IPR002345)P02754(Evidence code:IEA/Database source:InterPro:IPR002345), PTGDS LGB,MF,2,2 of 800,1.98,0.25,1,1
GO:0016740,transferase activity,P08037(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808), B4GALT1 NME2,MF,2,2 of 633,1.98,0.32,1,1
GO:0051246,regulation of protein metabolic process,Q3SZV7(Evidence code:IEA/Database source:UniProtKB:Q91X72|ens),HPX,BP,1,1 of 576,0.99,0.17,1,1
GO:0050790,regulation of catalytic activity,P07688(Evidence code:IEA/Database source:InterPro:IPR012599),CTSB,BP,1,1 of 388,0.99,0.26,1,1
GO:0015031,protein transport,Q32KV6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0653),SIL1,BP,1,1 of 394,0.99,0.25,1,1
GO:0042981,regulation of apoptotic process,Q3T0Q4(Evidence code:IBA/Database source:PANTHER:PTN000142983),NME2,BP,1,1 of 317,0.99,0.32,1,1
